사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
104706,2020058,2623010100,26230015,부산광역시 부산진구15,부산광역시 부산진구 양정동(중앙대로895 부근),15,19,1,5,11,2,129.0692579,35.17036895,"{""type"":""Polygon"",""coordinates"":[[[129.07035559,35.17035472],[129.07035292,35.17043334],[129.07034192,35.17051146],[129.07032267,35.1705885],[129.07029532,35.17066387],[129.07026006,35.170737],[129.07021719,35.17080732],[129.07016701,35.17087431],[129.07010991,35.17093745],[129.07004632,35.17099626],[129.06997674,35.1710503],[129.06990168,35.17109916],[129.06982173,35.17114246],[129.06973748,35.17117987],[129.06964958,35.17121111],[129.0695587,35.17123594],[129.06946553,35.17125417],[129.06937078,35.17126566],[129.06927517,35.17127033],[129.06917943,35.17126814],[129.06908429,35.17125911],[129.06899046,35.1712433],[129.06889868,35.17122084],[129.06880962,35.17119189],[129.06872398,35.17115668],[129.0686424,35.17111548],[129.0685655,35.17106859],[129.06849387,35.17101638],[129.06842806,35.17095924],[129.06836857,35.17089761],[129.06831584,35.17083196],[129.06827028,35.17076278],[129.06823223,35.1706906],[129.068202,35.17061598],[129.06817979,35.17053948],[129.0681658,35.17046168],[129.06816011,35.17038317],[129.06816278,35.17030456],[129.06817378,35.17022643],[129.06819304,35.17014939],[129.06822039,35.17007402],[129.06825565,35.1700009],[129.06829853,35.16993058],[129.06834871,35.16986359],[129.06840581,35.16980045],[129.06846939,35.16974164],[129.06853897,35.1696876],[129.06861403,35.16963874],[129.06869399,35.16959545],[129.06877823,35.16955803],[129.06886613,35.1695268],[129.06895701,35.16950197],[129.06905017,35.16948374],[129.06914492,35.16947224],[129.06924053,35.16946757],[129.06933627,35.16946976],[129.06943141,35.1694788],[129.06952523,35.1694946],[129.06961702,35.16951707],[129.06970607,35.16954601],[129.06979171,35.16958122],[129.06987329,35.16962243],[129.06995019,35.16966931],[129.07002181,35.16972152],[129.07008763,35.16977866],[129.07014712,35.16984029],[129.07019985,35.16990594],[129.07024541,35.16997512],[129.07028346,35.17004729],[129.0703137,35.17012191],[129.0703359,35.17019842],[129.0703499,35.17027622],[129.07035559,35.17035472]]]}"
104502,2020058,2623010100,26230016,부산광역시 부산진구16,부산광역시 부산진구 양정동(하마정사거리 부근),15,15,1,5,4,5,129.0673451,35.17482961,"{""type"":""Polygon"",""coordinates"":[[[129.06844289,35.1748154],[129.06844022,35.17489402],[129.06842922,35.17497214],[129.06840997,35.17504918],[129.06838261,35.17512455],[129.06834735,35.17519767],[129.06830447,35.17526799],[129.06825429,35.17533498],[129.06819718,35.17539812],[129.0681336,35.17545694],[129.06806401,35.17551097],[129.06798894,35.17555983],[129.06790898,35.17560313],[129.06782473,35.17564054],[129.06773683,35.17567177],[129.06764594,35.1756966],[129.06755277,35.17571483],[129.06745801,35.17572632],[129.0673624,35.17573099],[129.06726665,35.1757288],[129.0671715,35.17571977],[129.06707767,35.17570396],[129.06698588,35.17568149],[129.06689682,35.17565254],[129.06681117,35.17561733],[129.06672959,35.17557613],[129.06665269,35.17552924],[129.06658106,35.17547703],[129.06651525,35.17541989],[129.06645575,35.17535826],[129.06640302,35.1752926],[129.06635746,35.17522343],[129.06631941,35.17515125],[129.06628918,35.17507663],[129.06626697,35.17500012],[129.06625298,35.17492232],[129.06624729,35.17484382],[129.06624996,35.1747652],[129.06626097,35.17468708],[129.06628022,35.17461004],[129.06630758,35.17453467],[129.06634284,35.17446155],[129.06638572,35.17439122],[129.06643591,35.17432424],[129.06649301,35.1742611],[129.0665566,35.17420229],[129.06662619,35.17414825],[129.06670125,35.17409939],[129.06678121,35.1740561],[129.06686546,35.17401869],[129.06695337,35.17398745],[129.06704425,35.17396262],[129.06713742,35.17394439],[129.06723218,35.1739329],[129.06732779,35.17392823],[129.06742353,35.17393043],[129.06751868,35.17393946],[129.06761251,35.17395527],[129.0677043,35.17397773],[129.06779336,35.17400668],[129.067879,35.17404189],[129.06796058,35.1740831],[129.06803748,35.17412998],[129.06810911,35.17418219],[129.06817493,35.17423933],[129.06823443,35.17430096],[129.06828716,35.17436662],[129.06833272,35.17443579],[129.06837076,35.17450797],[129.068401,35.17458259],[129.06842321,35.17465909],[129.06843721,35.17473689],[129.06844289,35.1748154]]]}"
104447,2020058,2623010900,26230017,부산광역시 부산진구17,부산광역시 부산진구 당감동(가야굴다리 부근),15,17,0,6,10,1,129.046452,35.15644395,"{""type"":""Polygon"",""coordinates"":[[[129.04754952,35.15642993],[129.04754683,35.15650855],[129.04753581,35.15658667],[129.04751654,35.15666371],[129.04748917,35.15673907],[129.0474539,35.15681219],[129.04741101,35.1568825],[129.04736082,35.15694948],[129.04730371,35.15701261],[129.04724012,35.15707142],[129.04717053,35.15712544],[129.04709548,35.15717429],[129.04701552,35.15721757],[129.04693128,35.15725496],[129.04684338,35.15728619],[129.04675251,35.157311],[129.04665935,35.15732921],[129.04656462,35.15734069],[129.04646902,35.15734534],[129.04637329,35.15734313],[129.04627817,35.15733408],[129.04618437,35.15731825],[129.0460926,35.15729577],[129.04600357,35.15726681],[129.04591795,35.15723158],[129.04583639,35.15719036],[129.04575952,35.15714346],[129.04568792,35.15709123],[129.04562214,35.15703408],[129.04556267,35.15697244],[129.04550997,35.15690678],[129.04546443,35.15683759],[129.04542642,35.15676541],[129.04539621,35.15669078],[129.04537403,35.15661427],[129.04536006,35.15653646],[129.04535439,35.15645796],[129.04535708,35.15637934],[129.04536811,35.15630122],[129.04538738,35.15622418],[129.04541475,35.15614882],[129.04545002,35.1560757],[129.04549291,35.15600538],[129.04554311,35.15593841],[129.04560021,35.15587528],[129.0456638,35.15581647],[129.04573339,35.15576245],[129.04580845,35.15571361],[129.0458884,35.15567033],[129.04597265,35.15563293],[129.04606054,35.15560171],[129.04615141,35.1555769],[129.04624457,35.15555868],[129.0463393,35.15554721],[129.0464349,35.15554256],[129.04653062,35.15554477],[129.04662574,35.15555382],[129.04671954,35.15556964],[129.04681131,35.15559212],[129.04690034,35.15562109],[129.04698596,35.15565631],[129.04706751,35.15569753],[129.04714438,35.15574443],[129.04721598,35.15579666],[129.04728177,35.15585381],[129.04734124,35.15591545],[129.04739394,35.15598111],[129.04743947,35.1560503],[129.04747749,35.15612248],[129.0475077,35.15619711],[129.04752988,35.15627362],[129.04754386,35.15635142],[129.04754952,35.15642993]]]}"
104374,2020058,2623010200,26230018,부산광역시 부산진구18,부산광역시 부산진구 전포동(전포사거리 부근),15,16,0,5,7,4,129.0646696,35.15783289,"{""type"":""Polygon"",""coordinates"":[[[129.06576712,35.15781871],[129.06576445,35.15789732],[129.06575345,35.15797544],[129.06573419,35.15805248],[129.06570684,35.15812785],[129.06567159,35.15820098],[129.06562871,35.1582713],[129.06557854,35.15833828],[129.06552144,35.15840142],[129.06545786,35.15846023],[129.06538829,35.15851427],[129.06531324,35.15856312],[129.06523329,35.15860642],[129.06514905,35.15864383],[129.06506117,35.15867506],[129.0649703,35.15869989],[129.06487715,35.15871812],[129.06478241,35.15872961],[129.06468681,35.15873427],[129.06459109,35.15873208],[129.06449596,35.15872304],[129.06440215,35.15870723],[129.06431038,35.15868476],[129.06422134,35.15865581],[129.06413571,35.1586206],[129.06405414,35.15857939],[129.06397726,35.1585325],[129.06390565,35.15848029],[129.06383985,35.15842315],[129.06378037,35.15836151],[129.06372765,35.15829586],[129.0636821,35.15822667],[129.06364407,35.1581545],[129.06361384,35.15807987],[129.06359165,35.15800337],[129.06357766,35.15792557],[129.06357198,35.15784706],[129.06357465,35.15776845],[129.06358566,35.15769032],[129.06360491,35.15761328],[129.06363227,35.15753792],[129.06366752,35.15746479],[129.0637104,35.15739447],[129.06376057,35.15732749],[129.06381767,35.15726435],[129.06388125,35.15720554],[129.06395082,35.1571515],[129.06402587,35.15710265],[129.06410582,35.15705936],[129.06419005,35.15702195],[129.06427794,35.15699071],[129.06436881,35.15696589],[129.06446196,35.15694766],[129.06455669,35.15693617],[129.06465229,35.1569315],[129.06474801,35.1569337],[129.06484314,35.15694274],[129.06493694,35.15695855],[129.06502872,35.15698102],[129.06511775,35.15700996],[129.06520338,35.15704518],[129.06528494,35.15708638],[129.06536183,35.15713327],[129.06543344,35.15718549],[129.06549924,35.15724263],[129.06555872,35.15730426],[129.06561144,35.15736991],[129.06565699,35.15743909],[129.06569502,35.15751127],[129.06572525,35.15758589],[129.06574745,35.1576624],[129.06576144,35.1577402],[129.06576712,35.15781871]]]}"
104240,2020058,2623011000,26230019,부산광역시 부산진구19,부산광역시 부산진구 가야동(가야대로586 부근),13,14,0,4,6,4,129.0365217,35.15468051,"{""type"":""Polygon"",""coordinates"":[[[129.03761924,35.15466658],[129.03761655,35.15474519],[129.03760552,35.15482332],[129.03758624,35.15490035],[129.03755886,35.15497571],[129.03752358,35.15504883],[129.03748068,35.15511914],[129.03743048,35.15518612],[129.03737337,35.15524924],[129.03730977,35.15530804],[129.03724018,35.15536206],[129.03716512,35.1554109],[129.03708516,35.15545418],[129.03700091,35.15549156],[129.03691302,35.15552278],[129.03682214,35.15554758],[129.03672898,35.15556579],[129.03663425,35.15557726],[129.03653865,35.1555819],[129.03644293,35.15557969],[129.03634781,35.15557063],[129.03625401,35.15555479],[129.03616224,35.1555323],[129.03607322,35.15550333],[129.0359876,35.1554681],[129.03590605,35.15542687],[129.03582919,35.15537996],[129.0357576,35.15532773],[129.03569182,35.15527057],[129.03563236,35.15520893],[129.03557967,35.15514326],[129.03553415,35.15507407],[129.03549614,35.15500188],[129.03546594,35.15492725],[129.03544377,35.15485074],[129.03542981,35.15477293],[129.03542415,35.15469442],[129.03542685,35.15461581],[129.03543789,35.15453769],[129.03545717,35.15446065],[129.03548455,35.15438529],[129.03551983,35.15431217],[129.03556273,35.15424186],[129.03561293,35.15417489],[129.03567004,35.15411176],[129.03573364,35.15405296],[129.03580323,35.15399894],[129.03587829,35.15395011],[129.03595825,35.15390683],[129.0360425,35.15386945],[129.03613039,35.15383823],[129.03622126,35.15381343],[129.03631442,35.15379522],[129.03640916,35.15378375],[129.03650475,35.15377911],[129.03660047,35.15378133],[129.03669559,35.15379039],[129.03678939,35.15380622],[129.03688115,35.15382871],[129.03697017,35.15385768],[129.03705579,35.15389291],[129.03713733,35.15393414],[129.0372142,35.15398105],[129.03728579,35.15403328],[129.03735157,35.15409043],[129.03741103,35.15415208],[129.03746372,35.15421775],[129.03750924,35.15428694],[129.03754725,35.15435912],[129.03757746,35.15443376],[129.03759962,35.15451027],[129.03761359,35.15458807],[129.03761924,35.15466658]]]}"
104327,2020058,2626010800,26260001,부산광역시 동래구1,부산광역시 동래구 온천동(동부터미널교차로 부근),25,30,0,8,20,2,129.0785312,35.21175789,"{""type"":""Polygon"",""coordinates"":[[[129.07962953,35.21174356],[129.07962687,35.21182217],[129.07961587,35.2119003],[129.07959662,35.21197734],[129.07956927,35.21205271],[129.07953401,35.21212584],[129.07949112,35.21219616],[129.07944092,35.21226315],[129.0793838,35.2123263],[129.07932019,35.21238512],[129.07925058,35.21243917],[129.07917549,35.21248803],[129.0790955,35.21253133],[129.07901122,35.21256875],[129.07892328,35.2126],[129.07883236,35.21262483],[129.07873914,35.21264307],[129.07864435,35.21265458],[129.07854869,35.21265926],[129.0784529,35.21265707],[129.07835771,35.21264805],[129.07826383,35.21263225],[129.078172,35.21260979],[129.07808289,35.21258086],[129.0779972,35.21254566],[129.07791557,35.21250446],[129.07783863,35.21245758],[129.07776696,35.21240538],[129.07770111,35.21234824],[129.07764157,35.21228662],[129.07758881,35.21222097],[129.07754322,35.2121518],[129.07750515,35.21207963],[129.07747488,35.21200501],[129.07745266,35.21192851],[129.07743865,35.21185071],[129.07743295,35.2117722],[129.07743561,35.21169359],[129.0774466,35.21161546],[129.07746586,35.21153842],[129.07749322,35.21146305],[129.07752848,35.21138993],[129.07757137,35.2113196],[129.07762157,35.21125261],[129.07767869,35.21118947],[129.07774229,35.21113065],[129.07781191,35.2110766],[129.077887,35.21102774],[129.07796698,35.21098444],[129.07805127,35.21094702],[129.07813921,35.21091577],[129.07823013,35.21089094],[129.07832334,35.2108727],[129.07841813,35.21086119],[129.07851379,35.21085652],[129.07860957,35.2108587],[129.07870477,35.21086772],[129.07879864,35.21088352],[129.07889047,35.21090598],[129.07897957,35.21093491],[129.07906526,35.21097011],[129.07914689,35.21101131],[129.07922383,35.21105819],[129.0792955,35.21111039],[129.07936135,35.21116752],[129.07942089,35.21122915],[129.07947365,35.21129479],[129.07951925,35.21136397],[129.07955732,35.21143614],[129.07958758,35.21151076],[129.07960981,35.21158725],[129.07962383,35.21166505],[129.07962953,35.21174356]]]}"
104266,2020058,2626010800,26260002,부산광역시 동래구2,부산광역시 동래구 온천동(내성교차로 부근),16,18,0,10,6,2,129.0781646,35.20454108,"{""type"":""Polygon"",""coordinates"":[[[129.07926283,35.20452676],[129.07926017,35.20460537],[129.07924918,35.2046835],[129.07922993,35.20476054],[129.07920257,35.20483591],[129.07916731,35.20490903],[129.07912442,35.20497936],[129.07907423,35.20504635],[129.07901712,35.2051095],[129.07895352,35.20516832],[129.07888391,35.20522236],[129.07880883,35.20527122],[129.07872884,35.20531453],[129.07864456,35.20535195],[129.07855663,35.20538319],[129.07846572,35.20540803],[129.07837251,35.20542627],[129.07827773,35.20543777],[129.07818208,35.20544245],[129.0780863,35.20544027],[129.07799111,35.20543124],[129.07789725,35.20541544],[129.07780542,35.20539299],[129.07771632,35.20536405],[129.07763064,35.20532884],[129.07754902,35.20528765],[129.07747209,35.20524077],[129.07740042,35.20518856],[129.07733458,35.20513143],[129.07727505,35.20506981],[129.07722229,35.20500416],[129.0771767,35.20493498],[129.07713863,35.20486281],[129.07710837,35.20478819],[129.07708615,35.20471169],[129.07707214,35.2046339],[129.07706644,35.20455539],[129.0770691,35.20447678],[129.0770801,35.20439865],[129.07709935,35.20432161],[129.07712671,35.20424624],[129.07716197,35.20417311],[129.07720486,35.20410279],[129.07725505,35.2040358],[129.07731216,35.20397265],[129.07737577,35.20391383],[129.07744537,35.20385979],[129.07752046,35.20381093],[129.07760044,35.20376763],[129.07768471,35.20373021],[129.07777264,35.20369896],[129.07786356,35.20367413],[129.07795676,35.20365589],[129.07805155,35.20364438],[129.07814719,35.20363971],[129.07824297,35.20364189],[129.07833815,35.20365091],[129.07843202,35.20366671],[129.07852384,35.20368917],[129.07861294,35.20371811],[129.07869862,35.20375331],[129.07878024,35.20379451],[129.07885717,35.20384138],[129.07892884,35.20389359],[129.07899468,35.20395072],[129.07905421,35.20401234],[129.07910697,35.20407799],[129.07915256,35.20414716],[129.07919063,35.20421933],[129.07922089,35.20429395],[129.07924311,35.20437045],[129.07925713,35.20444825],[129.07926283,35.20452676]]]}"
104329,2020058,2629010600,26290001,부산광역시 남구1,부산광역시 남구 대연동(대남교차로 부근),19,22,0,5,14,3,129.1049777,35.13969091,"{""type"":""Polygon"",""coordinates"":[[[129.10607498,35.13967636],[129.10607235,35.13975498],[129.10606138,35.13983311],[129.10604217,35.13991015],[129.10601486,35.13998553],[129.10597965,35.14005866],[129.10593682,35.140129],[129.10588669,35.140196],[129.10582964,35.14025915],[129.10576611,35.14031799],[129.10569657,35.14037205],[129.10562157,35.14042092],[129.10554166,35.14046424],[129.10545746,35.14050168],[129.10536961,35.14053294],[129.10527877,35.1405578],[129.10518565,35.14057606],[129.10509094,35.14058758],[129.10499537,35.14059227],[129.10489967,35.14059011],[129.10480455,35.1405811],[129.10471076,35.14056532],[129.104619,35.14054289],[129.10452997,35.14051397],[129.10444434,35.14047878],[129.10436277,35.1404376],[129.10428589,35.14039074],[129.10421427,35.14033855],[129.10414846,35.14028143],[129.10408896,35.14021981],[129.10403622,35.14015417],[129.10399065,35.14008501],[129.10395259,35.14001285],[129.10392233,35.13993823],[129.10390011,35.13986174],[129.10388608,35.13978394],[129.10388037,35.13970544],[129.103883,35.13962682],[129.10389397,35.13954869],[129.10391318,35.13947165],[129.10394049,35.13939627],[129.1039757,35.13932314],[129.10401853,35.13925281],[129.10406867,35.13918581],[129.10412572,35.13912265],[129.10418925,35.13906382],[129.10425879,35.13900976],[129.10433379,35.13896088],[129.1044137,35.13891756],[129.1044979,35.13888013],[129.10458575,35.13884887],[129.10467658,35.13882401],[129.1047697,35.13880575],[129.10486441,35.13879423],[129.10495998,35.13878954],[129.10505568,35.1387917],[129.10515079,35.13880071],[129.10524458,35.13881649],[129.10533634,35.13883892],[129.10542537,35.13886784],[129.105511,35.13890303],[129.10559256,35.13894421],[129.10566945,35.13899107],[129.10574107,35.13904326],[129.10580688,35.13910038],[129.10586638,35.13916199],[129.10591912,35.13922763],[129.10596469,35.13929679],[129.10600275,35.13936895],[129.10603301,35.13944357],[129.10605523,35.13952006],[129.10606926,35.13959786],[129.10607498,35.13967636]]]}"
104258,2020058,2629010600,26290002,부산광역시 남구2,부산광역시 남구 대연동(용소삼거리 부근),18,20,0,8,7,5,129.1006002,35.13757054,"{""type"":""Polygon"",""coordinates"":[[[129.10169749,35.13755604],[129.10169485,35.13763465],[129.10168388,35.13771278],[129.10166467,35.13778983],[129.10163735,35.1378652],[129.10160214,35.13793833],[129.10155931,35.13800867],[129.10150917,35.13807567],[129.10145212,35.13813882],[129.10138859,35.13819765],[129.10131905,35.13825171],[129.10124404,35.13830058],[129.10116414,35.1383439],[129.10107994,35.13838133],[129.10099209,35.13841259],[129.10090125,35.13843745],[129.10080813,35.1384557],[129.10071342,35.13846722],[129.10061785,35.13847191],[129.10052215,35.13846975],[129.10042704,35.13846074],[129.10033325,35.13844495],[129.10024149,35.13842251],[129.10015246,35.13839359],[129.10006684,35.1383584],[129.09998528,35.13831721],[129.0999084,35.13827035],[129.09983678,35.13821815],[129.09977098,35.13816103],[129.09971148,35.13809942],[129.09965875,35.13803378],[129.09961318,35.13796461],[129.09957513,35.13789245],[129.09954488,35.13781783],[129.09952266,35.13774133],[129.09950864,35.13766354],[129.09950292,35.13758503],[129.09950556,35.13750642],[129.09951653,35.13742829],[129.09953575,35.13735125],[129.09956307,35.13727587],[129.09959828,35.13720274],[129.09964112,35.13713241],[129.09969125,35.13706541],[129.0997483,35.13700225],[129.09981184,35.13694342],[129.09988137,35.13688937],[129.09995638,35.13684049],[129.10003629,35.13679718],[129.10012049,35.13675975],[129.10020834,35.13672849],[129.10029917,35.13670363],[129.10039229,35.13668538],[129.10048699,35.13667386],[129.10058256,35.13666917],[129.10067826,35.13667134],[129.10077337,35.13668035],[129.10086716,35.13669613],[129.10095891,35.13671857],[129.10104794,35.13674749],[129.10113356,35.13678268],[129.10121512,35.13682387],[129.101292,35.13687073],[129.10136362,35.13692292],[129.10142942,35.13698004],[129.10148892,35.13704166],[129.10154165,35.1371073],[129.10158722,35.13717646],[129.10162527,35.13724863],[129.10165553,35.13732324],[129.10167775,35.13739974],[129.10169177,35.13747754],[129.10169749,35.13755604]]]}"
104324,2020058,2629010600,26290003,부산광역시 남구3,부산광역시 남구 대연동(대연사거리 부근),16,17,0,7,9,1,129.0926837,35.13510197,"{""type"":""Polygon"",""coordinates"":[[[129.0937809,35.13508754],[129.09377825,35.13516615],[129.09376728,35.13524428],[129.09374806,35.13532132],[129.09372073,35.1353967],[129.09368552,35.13546983],[129.09364268,35.13554016],[129.09359254,35.13560716],[129.09353548,35.13567031],[129.09347194,35.13572913],[129.0934024,35.13578319],[129.09332739,35.13583206],[129.09324748,35.13587537],[129.09316328,35.13591279],[129.09307543,35.13594405],[129.0929846,35.1359689],[129.09289148,35.13598714],[129.09279677,35.13599866],[129.0927012,35.13600334],[129.0926055,35.13600117],[129.0925104,35.13599215],[129.09241661,35.13597636],[129.09232486,35.13595392],[129.09223584,35.13592499],[129.09215022,35.13588979],[129.09206866,35.1358486],[129.09199179,35.13580173],[129.09192018,35.13574953],[129.09185438,35.13569241],[129.09179489,35.13563079],[129.09174217,35.13556514],[129.09169661,35.13549597],[129.09165857,35.13542381],[129.09162832,35.13534919],[129.09160611,35.13527269],[129.0915921,35.13519489],[129.09158639,35.13511639],[129.09158904,35.13503777],[129.09160002,35.13495965],[129.09161924,35.1348826],[129.09164656,35.13480723],[129.09168178,35.1347341],[129.09172462,35.13466377],[129.09177476,35.13459677],[129.09183182,35.13453362],[129.09189536,35.1344748],[129.0919649,35.13442074],[129.09203991,35.13437188],[129.09211982,35.13432857],[129.09220402,35.13429114],[129.09229187,35.13425989],[129.0923827,35.13423504],[129.09247582,35.13421679],[129.09257052,35.13420528],[129.09266609,35.13420059],[129.09276179,35.13420277],[129.09285689,35.13421178],[129.09295067,35.13422757],[129.09304243,35.13425002],[129.09313145,35.13427895],[129.09321706,35.13431414],[129.09329862,35.13435533],[129.09337549,35.1344022],[129.0934471,35.1344544],[129.0935129,35.13451152],[129.09357239,35.13457314],[129.09362511,35.13463879],[129.09367067,35.13470795],[129.09370872,35.13478012],[129.09373896,35.13485474],[129.09376118,35.13493124],[129.09377519,35.13500903],[129.0937809,35.13508754]]]}"
104417,2020058,2632010500,26320001,부산광역시 북구1,부산광역시 북구 구포동(백양대로1155 부근),18,21,0,6,13,2,129.0042498,35.20540366,"{""type"":""Polygon"",""coordinates"":[[[129.00534799,35.20539001],[129.00534527,35.20546862],[129.0053342,35.20554674],[129.00531488,35.20562377],[129.00528745,35.20569913],[129.00525213,35.20577224],[129.00520918,35.20584254],[129.00515892,35.2059095],[129.00510175,35.20597261],[129.00503809,35.2060314],[129.00496843,35.2060854],[129.0048933,35.20613422],[129.00481328,35.20617747],[129.00472896,35.20621484],[129.004641,35.20624603],[129.00455006,35.20627082],[129.00445684,35.206289],[129.00436203,35.20630044],[129.00426638,35.20630506],[129.0041706,35.20630282],[129.00407542,35.20629374],[129.00398156,35.20627788],[129.00388975,35.20625537],[129.00380068,35.20622638],[129.00371502,35.20619112],[129.00363344,35.20614987],[129.00355654,35.20610294],[129.00348493,35.2060507],[129.00341913,35.20599352],[129.00335965,35.20593186],[129.00330695,35.20586618],[129.00326143,35.20579697],[129.00322342,35.20572478],[129.00319323,35.20565014],[129.00317108,35.20557362],[129.00315714,35.20549581],[129.00315151,35.2054173],[129.00315424,35.20533869],[129.00316531,35.20526057],[129.00318463,35.20518354],[129.00321206,35.20510818],[129.00324738,35.20503508],[129.00329034,35.20496477],[129.00334059,35.20489781],[129.00339777,35.2048347],[129.00346143,35.20477592],[129.00353108,35.20472192],[129.00360621,35.2046731],[129.00368624,35.20462985],[129.00377055,35.20459248],[129.00385851,35.20456129],[129.00394945,35.2045365],[129.00404267,35.20451832],[129.00413747,35.20450688],[129.00423313,35.20450226],[129.00432891,35.2045045],[129.00442408,35.20451358],[129.00451794,35.20452944],[129.00460975,35.20455195],[129.00469882,35.20458095],[129.00478447,35.2046162],[129.00486605,35.20465745],[129.00494295,35.20470437],[129.00501456,35.20475662],[129.00508036,35.20481379],[129.00513984,35.20487546],[129.00519254,35.20494114],[129.00523807,35.20501034],[129.00527607,35.20508254],[129.00530627,35.20515717],[129.00532842,35.20523369],[129.00534237,35.2053115],[129.00534799,35.20539001]]]}"
104284,2020058,2632010400,26320002,부산광역시 북구2,부산광역시 북구 덕천동(의성로89 부근),16,17,0,7,8,2,129.010534,35.21209107,"{""type"":""Polygon"",""coordinates"":[[[129.01163232,35.21207736],[129.01162959,35.21215597],[129.01161853,35.21223409],[129.01159922,35.21231113],[129.01157179,35.21238648],[129.01153647,35.21245959],[129.01149352,35.2125299],[129.01144327,35.21259686],[129.0113861,35.21265998],[129.01132244,35.21271876],[129.01125278,35.21277277],[129.01117765,35.21282159],[129.01109762,35.21286485],[129.0110133,35.21290222],[129.01092533,35.21293342],[129.01083439,35.21295821],[129.01074116,35.2129764],[129.01064635,35.21298784],[129.01055069,35.21299247],[129.0104549,35.21299023],[129.01035971,35.21298116],[129.01026585,35.2129653],[129.01017402,35.2129428],[129.01008494,35.21291381],[129.00999928,35.21287856],[129.00991768,35.21283731],[129.00984078,35.21279039],[129.00976915,35.21273815],[129.00970334,35.21268098],[129.00964386,35.21261932],[129.00959115,35.21255364],[129.00954561,35.21248444],[129.0095076,35.21241224],[129.0094774,35.2123376],[129.00945524,35.21226109],[129.00944129,35.21218328],[129.00943565,35.21210477],[129.00943838,35.21202616],[129.00944944,35.21194804],[129.00946876,35.21187101],[129.00949618,35.21179565],[129.00953151,35.21172254],[129.00957446,35.21165224],[129.00962471,35.21158527],[129.00968189,35.21152216],[129.00974555,35.21146337],[129.0098152,35.21140937],[129.00989034,35.21136055],[129.00997036,35.21131729],[129.01005468,35.21127992],[129.01014265,35.21124872],[129.01023359,35.21122393],[129.01032682,35.21120575],[129.01042162,35.2111943],[129.01051729,35.21118967],[129.01061307,35.21119191],[129.01070826,35.21120099],[129.01080212,35.21121684],[129.01089394,35.21123935],[129.01098302,35.21126833],[129.01106868,35.21130358],[129.01115028,35.21134483],[129.01122718,35.21139175],[129.01129881,35.21144399],[129.01136461,35.21150116],[129.0114241,35.21156282],[129.01147681,35.2116285],[129.01152235,35.2116977],[129.01156036,35.21176989],[129.01159057,35.21184453],[129.01161273,35.21192104],[129.01162668,35.21199885],[129.01163232,35.21207736]]]}"
104524,2020058,2632010200,26320003,부산광역시 북구3,부산광역시 북구 화명동(정수장입구사거리 부근),15,21,0,6,14,1,129.0137757,35.23432292,"{""type"":""Polygon"",""coordinates"":[[[129.01487435,35.23430917],[129.01487163,35.23438778],[129.01486057,35.2344659],[129.01484126,35.23454293],[129.01481383,35.23461829],[129.0147785,35.2346914],[129.01473554,35.23476171],[129.01468528,35.23482867],[129.0146281,35.23489179],[129.01456442,35.23495058],[129.01449475,35.23500459],[129.0144196,35.23505341],[129.01433955,35.23509667],[129.01425521,35.23513405],[129.01416722,35.23516525],[129.01407625,35.23519004],[129.013983,35.23520823],[129.01388816,35.23521968],[129.01379248,35.23522431],[129.01369666,35.23522208],[129.01360144,35.235213],[129.01350756,35.23519715],[129.01341571,35.23517465],[129.0133266,35.23514566],[129.01324091,35.23511041],[129.01315929,35.23506917],[129.01308237,35.23502225],[129.01301072,35.23497001],[129.01294489,35.23491284],[129.01288538,35.23485119],[129.01283266,35.23478551],[129.0127871,35.23471631],[129.01274908,35.23464412],[129.01271886,35.23456948],[129.01269669,35.23449297],[129.01268274,35.23441516],[129.0126771,35.23433665],[129.01267982,35.23425804],[129.01269088,35.23417992],[129.0127102,35.23410289],[129.01273763,35.23402753],[129.01277296,35.23395442],[129.01281592,35.23388412],[129.01286618,35.23381715],[129.01292337,35.23375403],[129.01298704,35.23369525],[129.01305672,35.23364124],[129.01313186,35.23359242],[129.01321191,35.23354916],[129.01329625,35.23351178],[129.01338424,35.23348058],[129.0134752,35.23345579],[129.01356846,35.2334376],[129.01366329,35.23342615],[129.01375898,35.23342152],[129.01385479,35.23342375],[129.01395,35.23343283],[129.01404389,35.23344868],[129.01413573,35.23347118],[129.01422484,35.23350017],[129.01431053,35.23353541],[129.01439215,35.23357665],[129.01446907,35.23362357],[129.01454072,35.23367581],[129.01460655,35.23373298],[129.01466606,35.23379464],[129.01471878,35.23386031],[129.01476434,35.23392951],[129.01480237,35.2340017],[129.01483258,35.23407634],[129.01485475,35.23415285],[129.01486871,35.23423066],[129.01487435,35.23430917]]]}"
